Item#, Price , Net ,Description,Wt. (LB),CuFt,Page
1707-1*, $ 249.00 ,,(3) QUEEN BED ,200.60,19.19,B-102
1707KNP-1CK*, $ 369.00 ,,(3) CAL KING POSTER BED,267.00,24.95,B-101
1707KNP-1EK*, $ 369.00 ,,(3) EASTERN KING POSTER BED,259.00,24.22,B-101
1707NP-1*, $ 289.00 ,,(3) QUEEN POSTER BED,228.00,21.99,B-101
1707-4, $ 139.00 ,,NIGHT STAND W/ELECTRICAL OUTLETS & USB PORTS,78.76,11.29,B-101
1707-5, $ 299.00 ,,DRESSER,180.00,32.69,B-101
1707-6, $ 53.00 ,,MIRROR,50.49,3.63,B-101
1707NP-6, $ 63.00 ,,MIRROR FOR POSTER BED,55.00,4.20,B-101
1707-9, $ 259.00 ,,CHEST,167.20,30.23,B-101
1707-1*4, $ 740.00 ,,4PC SET (QB+NS+DR+MR),509.85,66.80,B-101
1707-1*5, $ 879.00 ,,5PC SET (QB+2NS+DR+MR),588.61,78.09,B-101
1707-1*9, $ 999.00 ,,5PC SET (QB+NS+DR+MR+CH),677.05,97.03,B-101
1707NP-1*4, $ 790.00 ,,4PC SET: (QB+NS+DR+MR(NP)),541.76,70.17,B-101
1707NP-1*5, $ 929.00 ,,5PC SET: (QB+2NS+DR+MR(NP)),620.52,81.46,B-101
1707NP-1*9," $ 1,049.00 ",,5PC SET: (QB+NS+DR+MR(NP)+CH),708.96,100.40,B-101
1708K-1CK*, $ 219.00 ,,(3) CAL KING BED,152.90,21.89,B-34
1708K-1EK*, $ 219.00 ,,(3) EASTERN KING BED ,144.10,20.68,B-34
1708-1*, $ 169.00 ,,(3) QUEEN BED,119.90,17.40,B-34
1708F-1*, $ 169.00 ,,(3) FULL BED,111.10,15.21,Y-2
1708T-1*, $ 149.00 ,,(3) TWIN BED,91.30,12.14,Y-2
1708-4, $ 99.00 ,,NIGHT STAND,64.90,8.56,B-34
1708-5, $ 229.00 ,,DRESSER,165.00,28.59,B-34
1708-6, $ 53.00 ,,MIRROR,46.20,4.24,B-34
1708-9, $ 199.00 ,,CHEST,136.40,22.84,B-34
1708-1*4, $ 550.00 ,,4PC SET (QB+NS+DR+MR),396.00,58.79,B-34
1708-1*5, $ 649.00 ,,5PC SET (QB+2NS+DR+MR),460.90,67.35,B-34
1708-1*9, $ 749.00 ,,5PC SET (QB+NS+DR+MR+CH),532.40,81.63,B-34
1708T-1*4, $ 530.00 ,,4PC SET (TB+NS+DR+MR),367.40,53.53,Y-2
1708T-1*5, $ 629.00 ,,5PC SET (TB+2NS+DR+MR),432.30,62.09,Y-2
1708T-1*9, $ 729.00 ,,5PC SET (TB+NS+DR+MR+CH),503.80,76.37,Y-2
1708KBK-1CK*, $ 219.00 ,,(3) CAL KING BED,138.60,21.90,B-33
1708KBK-1EK*, $ 219.00 ,,(3) EASTERN KING BED,129.80,20.72,B-33
1708BK-1*, $ 169.00 ,,(3) QUEEN BED,110.00,17.40,B-33
1708FBK-1*, $ 169.00 ,,(3) FULL BED,111.10,15.21,Y-1
1708TBK-1*, $ 149.00 ,,(3) TWIN BED,91.30,12.14,Y-1
1708BK-4, $ 99.00 ,,NIGHT STAND,59.40,8.60,B-33
1708BK-5, $ 229.00 ,,DRESSER,149.60,28.60,B-33
1708BK-6, $ 53.00 ,,MIRROR,42.90,4.20,B-33
1708BK-9, $ 199.00 ,,CHEST,125.40,22.80,B-33
1708BK-1*4, $ 550.00 ,,4PC SET (QB+NS+DR+MR),361.90,58.80,B-33
1708BK-1*5, $ 649.00 ,,5PC SET (QB+2NS+DR+MR),421.30,67.40,B-33
1708BK-1*9, $ 749.00 ,,5PC SET (QB+NS+DR+MR+CH),487.30,81.60,B-33
1708TBK-1*4, $ 530.00 ,,4PC SET (TB+NS+DR+MR),343.20,53.54,Y-1
1708TBK-1*5, $ 629.00 ,,5PC SET (TB+2NS+DR+MR),402.60,62.14,Y-1
1708TBK-1*9, $ 729.00 ,,5PC SET (TB+NS+DR+MR+CH),468.60,76.34,Y-1
1711K-1CK*, $ 319.00 ,,(3) CAL KING PLATFORM  BED W/ FOOTBOARD STORAGE,246.50,28.51,B-58
1711K-1EK*, $ 319.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,237.60,28.11,B-58
1711-1*, $ 249.00 ,,(3) QUEEN PLATFORM BED W/ FOOTBOARD STORAGE,198.00,21.94,B-58
1711F-1*, $ 249.00 ,,(3) FULL PLATFORM BED W/ FOOTBOARD STORAGE,183.80,19.67,B-58
1711-4, $ 99.00 ,,NIGHT STAND ,63.80,7.70,B-58
1711-5, $ 239.00 ,,DRESSER,165.00,24.00,B-58
1711-6, $ 42.00 ,,MIRROR,41.80,3.54,B-58
1711-9, $ 220.00 ,,CHEST,156.20,23.80,B-58
1711-1*4, $ 629.00 ,,4PC SET (QB+NS+DR+MR),468.60,57.18,B-58
1711-1*5, $ 728.00 ,,5PC SET (QB+2NS+DR+MR),532.40,64.88,B-58
1711-1*9, $ 849.00 ,,5PC SET (QB+NS+DR+MR+CH),624.80,80.98,B-58
1711KNC-1CK*, $ 319.00 ,,(3) CAL KING PLATFORM  BED W/ FOOTBOARD STORAGE,246.50,28.51,B-57
1711KNC-1EK*, $ 319.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,237.60,28.11,B-57
1711NC-1*, $ 249.00 ,,(3) QUEEN PLATFORM BED W/ FOOTBOARD STORAGE,198.00,21.94,B-57
1711FNC-1*, $ 249.00 ,,(3) FULL PLATFORM BED W/ FOOTBOARD STORAGE,183.80,19.67,B-57
1711NC-4, $ 99.00 ,,NIGHT STAND,63.80,7.70,B-57
1711NC-5, $ 239.00 ,,DRESSER,165.00,24.00,B-57
1711NC-6, $ 42.00 ,,MIRROR,41.80,3.54,B-57
1711NC-9, $ 220.00 ,,CHEST,156.20,23.80,B-57
1711NC-1*4, $ 629.00 ,,4PC SET (QB+NS+DR+MR),468.60,57.18,B-57
1711NC-1*5, $ 728.00 ,,5PC SET (QB+2NS+DR+MR),532.40,64.88,B-57
1711NC-1*9, $ 849.00 ,,5PC SET (QB+NS+DR+MR+CH),624.80,80.98,B-57
1714KBK-1CK*, $ 379.00 ,,(3) CAL KING PLATFORM BED W/ FOOTBOARD STORAGE,365.00,36.72,B-99
1714KBK-1EK*, $ 379.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,354.00,36.56,B-99
1714BK-1*, $ 279.00 ,,(3) QUEEN PLATFORM BED W/ FOOTBOARD STORAGE,316.00,30.12,B-99
1714BK-4, $ 119.00 ,,"NIGHT STAND, HIDDEN DRAWER",94.00,10.98,B-99
1714BK-5, $ 249.00 ,,"DRESSER, HIDDEN DRAWER",215.00,32.88,B-99
1714BK-6, $ 52.00 ,,MIRROR,47.00,3.40,B-99
1714BK-9, $ 200.00 ,,"CHEST, BLACK SAND-THROUGH FINISH",179.00,27.86,B-99
1714BK-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),672.00,77.38,B-99
1714BK-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),766.00,88.36,B-99
1714BK-1*9, $ 899.00 ,,5PC SET (QB+NS+DR+MR+CH),851.00,105.24,B-99
1714KW-1CK*, $ 379.00 ,,(3) CAL KING PLATFORM BED W/ FOOTBOARD STORAGE,365.00,36.72,B-100
1714KW-1EK*, $ 379.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,354.00,36.56,B-100
1714W-1*, $ 279.00 ,,(3) QUEEN PLATFORM BED W/ FOOTBOARD STORAGE,316.00,30.12,B-100
1714W-4, $ 119.00 ,,"NIGHT STAND, HIDDEN DRAWER",94.00,10.98,B-100
1714W-5, $ 249.00 ,,"DRESSER, HIDDEN DRAWER",215.00,32.88,B-100
1714W-6, $ 52.00 ,,MIRROR,47.00,3.40,B-100
1714W-9, $ 200.00 ,,"CHEST, SOLID WHITE FINISH",179.00,27.86,B-100
1714W-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),672.00,77.38,B-100
1714W-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),766.00,88.36,B-100
1714W-1*9, $ 899.00 ,,5PC SET (QB+NS+DR+MR+CH),851.00,105.24,B-100
1715K-1CK*, $ 379.00 ,,(3) CAL KING PLATFORM BED,81.40,11.41,B-62
1715K-1EK*, $ 379.00 ,,(3) EASTERN KING PLATFORM BED,86.90,11.92,B-62
1715-1*, $ 299.00 ,,(3) QUEEN PLATFORM BED,71.50,9.70,B-62
1715-4, $ 109.00 ,,NIGHT STAND,66.00,9.43,B-62
1715-5, $ 319.00 ,,DRESSER,220.00,35.80,B-62
1715-6, $ 72.00 ,,MIRROR,41.80,5.34,B-62
1715-9, $ 299.00 ,,CHEST,178.20,27.58,B-62
1715-12, $ 229.00 ,,BOOKCASE,120.15,15.80,H-16
1715-1*4, $ 799.00 ,,4PC SET (QB+NS+DR+MR),399.30,60.27,B-62
1715-1*5, $ 908.00 ,,5PC SET (QB+2NS+DR+MR),465.30,69.70,B-62
1715-1*9," $ 1,098.00 ",,5PC SET (QB+NS+DR+MR+CH),577.50,87.85,B-62
1715-36, $ 279.00 ,,COUNTER HEIGHT TABLE,175.00,17.40,D-44
1715-24, $ 55.00 ,,COUNTER HEIGHT CHAIR,65.00,7.72,D-44
1715-94, $ 359.00 ,,"DINING TABLE W/24"" EXTENSION LEAF",263.00,25.92,D-43
1715S, $ 60.00 ,,SIDE CHAIR,65.00,8.11,D-43
1715-BH, $ 149.00 ,,BENCH W/BACK,93.00,17.57,D-43
1715-55, $ 389.12 ,,BUFFET,248.60,35.29,D-43
1715-50*, $ 499.00 ,,(2) BAKER'S RACK,305.80,40.43,D-43
1715-36*5, $ 499.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIRS),435.00,48.28,D-44
1715-94*5, $ 599.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),523.00,58.36,D-43
1717K-1CK*, $ 419.00 ,,"(3) CAL KING BED, FABRIC",169.40,25.59,B-24
1717K-1EK*, $ 419.00 ,,"(3) EASTERN KING BED, FABRIC",169.40,24.70,B-24
1717-1*, $ 319.00 ,,"(3) QUEEN BED, FABRIC",149.60,20.50,B-24
1717-4, $ 139.00 ,,NIGHT STAND,70.40,9.98,B-24
1717-5, $ 399.00 ,,DRESSER,195.80,32.76,B-24
1717-6, $ 92.00 ,,MIRROR,48.40,5.94,B-24
1717-9, $ 350.00 ,,CHEST,187.00,31.05,B-24
1717-11, $ 279.00 ,,TV CHEST,143.00,22.27,B-24
1717-1*4, $ 949.00 ,,4PC SET (QB+NS+DR+MR),464.20,69.18,B-24
1717-1*5," $ 1,088.00 ",,5PC SET (QB+2NS+DR+MR),534.60,79.16,B-24
1717-1*9," $ 1,299.00 ",,5PC SET (QB+NS+DR+MR+CH),651.20,100.23,B-24
1718KGY-1CK*, $ 379.00 ,,(3) CAL KING PLATFORM BED W/ FOOTBOARD STORAGE,365.00,42.13,B-96
1718KGY-1EK*, $ 379.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,355.00,41.10,B-96
1718GY-1*, $ 279.00 ,,(3) QUEEN PLATFORM BED  W/ FOOTBOARD STORAGE,316.00,33.88,B-96
1718GY-4, $ 119.00 ,,NIGHT STAND W/HIDDEN DRAWER,94.00,9.56,B-96
1718GY-5, $ 249.00 ,,DRESSER W/HIDDEN DRAWER,215.00,30.03,B-96
1718GY-6, $ 52.00 ,,MIRROR,47.00,3.13,B-96
1718GY-9, $ 200.00 ,,CHEST,179.00,24.85,B-96
1718GY-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),672.00,76.60,B-96
1718GY-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),766.00,86.15,B-96
1718GY-1*9, $ 899.00 ,,5PC SET (QB+NS+DR+MR+CH),851.00,101.44,B-96
1718GY-90, $ 239.00 ,,"DINING TABLE, BIRCH VENEER",162.80,20.07,D-29
1718GYS, $ 52.00 ,,SIDE CHAIR,19.80,3.67,D-29
1718GY-40, $ 399.00 ,,CURIO,200.20,39.25,D-29
1718GY-90*5, $ 447.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),242.00,34.73,D-29
1719K-1CK*, $ 269.00 ,,(3) CAL KING BED,119.95,10.95,B-112
1719K-1EK*, $ 269.00 ,,(3) EASTERN KING BED,119.95,10.95,B-112
1719-1*, $ 199.00 ,,(3) QUEEN BED,116.20,6.71,B-112
1719-4, $ 89.00 ,,"NIGHT STAND, HIDDEN DRAWER",40.57,9.18,B-112
1719-5, $ 189.00 ,,"DRESSER, HIDDEN DRAWERS",117.75,28.25,B-112
1719-6, $ 43.00 ,,MIRROR,22.71,4.24,B-112
1719-9, $ 179.00 ,,"CHEST, HIDDEN DRAWER",106.28,25.07,B-112
1719-1*4, $ 520.00 ,,4PC SET (QB+NS+DR+MR),297.23,48.38,B-112
1719-1*5, $ 609.00 ,,5PC SET (QB+2NS+DR+MR),337.80,57.56,B-112
1719-1*9, $ 699.00 ,,5PC SET (QB+NS+DR+MR+CH),403.51,73.45,B-112
1721K-1CK*, $ 449.00 ,,(3) CAL KING BED,55.79,10.24,B-35
1721K-1EK*, $ 449.00 ,,(3) EASTERN KING BED,55.79,10.24,B-35
1721-1*, $ 349.00 ,,(3) QUEEN BED,185.00,15.89,B-35
1721-4, $ 129.00 ,,NIGHT STAND,63.50,12.36,B-35
1721-5, $ 289.00 ,,DRESSER,160.52,32.84,B-35
1721-6, $ 63.00 ,,MIRROR,34.18,4.24,B-35
1721-9, $ 269.00 ,,CHEST,162.29,31.08,B-35
1721-1*4, $ 830.00 ,,4PC SET (QB+NS+DR+MR),443.20,65.33,B-35
1721-1*5, $ 959.00 ,,5PC SET (QB+2NS+DR+MR),506.70,77.69,B-35
1721-1*9," $ 1,099.00 ",,5PC SET (QB+NS+DR+MR+CH),605.49,96.41,B-35
1722K-1CK*, $ 329.00 ,,(3) CAL KING BED,175.74,25.78,B-85
1722K-1EK*, $ 329.00 ,,(3) EASTERN KING BED,175.74,25.78,B-85
1722-1*, $ 249.00 ,,(3) QUEEN BED,148.62,20.13,B-85
1722-4, $ 119.00 ,,NIGHT STAND W/HIDDEN DRAWER,60.86,11.30,B-85
1722-5, $ 259.00 ,,DRESSER W/HIDDEN DRAWER,146.41,32.84,B-85
1722-6, $ 72.00 ,,MIRROR,31.75,4.24,B-85
1722-9, $ 249.00 ,,CHEST,128.55,29.31,B-85
1722-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),387.64,68.51,B-85
1722-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),448.50,79.81,B-85
1722-1*9, $ 948.00 ,,5PC SET (QB+NS+DR+MR+CH),516.19,97.82,B-85
1723K-1CK*, $ 479.00 ,,"(3) CAL KING PLATFORM BED, FABRIC",170.00,36.10,B-53
1723K-1EK*, $ 479.00 ,,"(3) EASTERN KING PLATFORM BED, FABRIC",154.00,37.20,B-53
1723-1*, $ 379.00 ,,"(3) QUEEN PLATFORM BED, FABRIC",141.00,30.30,B-53
1723-4, $ 159.00 ,,NIGHT STAND ,84.00,10.80,B-53
1723-5, $ 399.00 ,,DRESSER,207.00,35.60,B-53
1723-6, $ 83.00 ,,MIRROR,46.00,6.40,B-53
1723-9, $ 279.00 ,,CHEST,178.00,31.50,B-53
1723-1*4," $ 1,020.00 ",,4PC SET (QB+NS+DR+MR),478.00,83.10,B-53
1723-1*5," $ 1,179.00 ",,5PC SET (QB+2NS+DR+MR),562.00,93.90,B-53
1723-1*9," $ 1,299.00 ",,5PC SET (QB+NS+DR+MR+CH),656.00,114.60,B-53
1726K-1CK*, $ 469.00 ,,(3) CAL KING PLATFORM BED W/FB DRAWERS,136.40,16.75,B-2
1726K-1EK*, $ 469.00 ,,(3) EASTERN KING PLATFORM BED W/FB DRAWERS,136.40,16.75,B-2
1726-1*, $ 379.00 ,,(3) QUEEN PLATFORM BED W/FB DRAWERS,116.60,13.14,B-2
1726-4, $ 129.00 ,,NIGHT STAND,81.40,11.09,B-2
1726-5, $ 299.00 ,,DRESSER,191.40,32.16,B-2
1726-6, $ 92.00 ,,MIRROR,55.00,7.75,B-2
1726-9, $ 249.00 ,,CHEST,165.00,29.29,B-2
1726-1*4, $ 899.00 ,,4PC SET (QB+NS+DR+MR),444.40,64.14,B-2
1726-1*5," $ 1,028.00 ",,5PC SET (QB+2NS+DR+MR),525.80,75.23,B-2
1726-1*9," $ 1,148.00 ",,5PC SET (QB+NS+DR+MR+CH),609.40,93.43,B-2
1727KN-1CK*, $ 219.00 ,,(3) CAL KING PANEL BED,63.80,16.04,B-60
1727KN-1EK*, $ 219.00 ,,(3) EASTERN KING PANEL BED,63.80,15.40,B-60
1727N-1*, $ 169.00 ,,(3) QUEEN PANEL BED,51.70,12.77,B-60
1727N-4, $ 89.00 ,,NIGHT STAND,51.70,8.81,B-60
1727N-5, $ 229.00 ,,DRESSER,143.00,29.52,B-60
1727N-6, $ 43.00 ,,MIRROR,36.30,3.06,B-60
1727N-9, $ 169.00 ,,CHEST,136.40,22.39,B-60
1727N-1*4, $ 530.00 ,,4PC SET (QB+NS+DR+MR),282.70,54.16,B-60
1727N-1*5, $ 619.00 ,,5PC SET (QB+2NS+DR+MR),334.40,62.97,B-60
1727N-1*9, $ 699.00 ,,5PC SET (QB+NS+DR+MR+CH),419.10,76.55,B-60
1728K-1CK*, $ 319.00 ,,(3) CAL KING BED,103.40,12.81,B-61
1728K-1EK*, $ 319.00 ,,(3) EASTERN KING BED,103.40,12.81,B-61
1728-1*, $ 239.00 ,,(3) QUEEN BED,85.80,10.29,B-61
1728-4, $ 119.00 ,,NIGHT STAND,72.60,11.77,B-61
1728-5, $ 339.00 ,,DRESSER W/SLIDING DOOR,200.20,35.49,B-61
1728-6, $ 52.00 ,,MIRROR,44.00,5.91,B-61
1728-9, $ 199.00 ,,CHEST,156.20,26.34,B-61
1728-1*4, $ 749.00 ,,4PC SET (QB+NS+DR+MR),402.60,63.46,B-61
1728-1*5, $ 868.00 ,,5PC SET (QB+2NS+DR+MR),475.20,75.23,B-61
1728-1*9, $ 948.00 ,,5PC SET (QB+NS+DR+MR+CH),558.80,89.80,B-61
1729K-1CK*, $ 409.00 ,,(3) CAL KING BED,114.00,24.53,B-54
1729K-1EK*, $ 409.00 ,,(3) EASTERN KING BED,107.50,23.14,B-54
1729-1*, $ 329.00 ,,(3) QUEEN BED,104.50,11.61,B-54
1729-4, $ 159.00 ,,NIGHT STAND,91.30,11.99,B-54
1729-5, $ 349.00 ,,DRESSER,233.20,35.85,B-54
1729-6, $ 92.00 ,,MIRROR,57.20,6.72,B-54
1729-9, $ 319.00 ,,CHEST,209.00,30.76,B-54
1729-1*4, $ 929.00 ,,4PC SET (QB+NS+DR+MR),486.20,66.17,B-54
1729-1*5," $ 1,088.00 ",,5PC SET (QB+2NS+DR+MR),577.50,78.15,B-54
1729-1*9," $ 1,248.00 ",,5PC SET (QB+NS+DR+MR+CH),695.20,96.92,B-54
1730K-1CK*, $ 209.00 ,,(3) CAL KING BED,135.96,14.93,B-70
1730K-1EK*, $ 209.00 ,,(3) EASTERN KING BED,129.36,14.76,B-70
1730-1*, $ 149.00 ,,(3) QUEEN BED,117.61,12.31,B-70
1730-4, $ 79.00 ,,NIGHT STAND,53.90,10.69,B-70
1730-5, $ 199.00 ,,DRESSER,173.80,34.45,B-70
1730-6, $ 52.00 ,,MIRROR,47.30,3.77,B-70
1730-9, $ 189.00 ,,CHEST,140.80,28.22,B-70
1730-1*4, $ 479.00 ,,4PC SET (QB+NS+DR+MR),392.61,61.22,B-70
1730-1*5, $ 558.00 ,,5PC SET (QB+2NS+DR+MR),446.51,71.91,B-70
1730-1*9, $ 668.00 ,,5PC SET (QB+NS+DR+MR+CH),533.41,89.44,B-70
1730KGY-1CK*, $ 209.00 ,,(3) CAL KING BED,135.96,14.93,B-69
1730KGY-1EK*, $ 208.00 ,,(3) EASTERN KING BED,129.36,14.76,B-69
1730GY-1*, $ 149.00 ,,(3) QUEEN BED,117.61,12.31,B-69
1730GY-4, $ 79.00 ,,NIGHT STAND,53.90,10.69,B-69
1730GY-5, $ 199.00 ,,DRESSER,173.80,34.45,B-69
1730GY-6, $ 52.00 ,,MIRROR,47.30,3.77,B-69
1730GY-9, $ 189.00 ,,CHEST,140.80,28.22,B-69
1730GY-1*4, $ 479.00 ,,4PC SET (QB+NS+DR+MR),392.61,61.22,B-69
1730GY-1*5, $ 558.00 ,,5PC SET (QB+2NS+DR+MR),446.51,71.91,B-69
1730GY-1*9, $ 668.00 ,,5PC SET (QB+NS+DR+MR+CH),533.41,89.44,B-69
1733K-1CK*, $ 235.00 ,,(3) CAL KING BED,140.80,19.40,B-80
1733K-1EK*, $ 235.00 ,,(3) EASTERN KING BED,138.60,19.30,B-80
1733-1*, $ 165.00 ,,(3) QUEEN BED,123.20,16.50,B-80
1733-4, $ 89.00 ,,NIGHT STAND                    ,67.10,10.60,B-80
1733-5, $ 245.00 ,,DRESSER                      ,156.20,31.60,B-80
1733-6, $ 56.00 ,,MIRROR                       ,47.30,5.26,B-80
1733-9, $ 195.00 ,,CHEST,137.50,28.80,B-80
1733-1*4, $ 555.00 ,,4PC SET (QB+NS+DR+MR),393.80,63.96,B-80
1733-1*5, $ 644.00 ,,5PC SET (QB+2NS+DR+MR),460.90,74.56,B-80
1733-1*9, $ 750.00 ,,5PC SET (QB+NS+DR+MR+CH),531.30,92.76,B-80
1737KNC-1CK*, $ 459.00 ,,"(3) CAL KING BED W/ FB STORAGE, P/U, ESPRESSO",273.50,45.94,B-48
1737KNC-1EK*, $ 459.00 ,,"(3) EASTERN KING BED W/ FB STORAGE, P/U",300.63,47.95,B-48
1737NC-1*, $ 359.00 ,,"(3) QUEEN BED W/ FB STORAGE, P/U",249.55,39.28,B-48
1737NC-4, $ 136.00 ,,"NIGHT STAND, GLASS TOP, ESPRESSO",68.00,8.92,B-48
1737NC-5, $ 309.00 ,,DRESSER,156.64,34.20,B-48
1737NC-6, $ 76.00 ,,MIRROR,35.20,3.74,B-48
1737NC-9, $ 259.00 ,,CHEST,129.40,24.70,B-48
1737NC-11, $ 249.00 ,,TV CHEST                    ,120.34,24.50,B-48
1737NC-1*4, $ 880.00 ,,4PC SET (QB+NS+DR+MR),509.39,86.14,B-48
1737NC-1*5," $ 1,016.00 ",,5PC SET (QB+2NS+DR+MR),577.39,95.06,B-48
1737NC-1*9," $ 1,139.00 ",,5PC SET (QB+NS+DR+MR+CH),638.79,110.84,B-48
1737KNGY-1CK*, $ 459.00 ,,"(3) CAL KING BED W/ FB STORAGE, P/U, GRAY",273.50,45.94,B-47
1737KNGY-1EK*, $ 459.00 ,,"(3) EASTERN KING BED W/ FB STORAGE, P/U",300.63,47.95,B-47
1737NGY-1*, $ 359.00 ,,"(3) QUEEN BED W/ FB STORAGE, P/U",249.55,39.28,B-47
1737NGY-4, $ 136.00 ,,"NIGHT STAND, GLASS TOP ",68.00,8.92,B-47
1737NGY-5, $ 309.00 ,,DRESSER,156.64,34.20,B-47
1737NGY-6, $ 76.00 ,,MIRROR,35.20,3.74,B-47
1737NGY-9, $ 259.00 ,,CHEST,129.40,24.70,B-47
1737NGY-11, $ 249.00 ,,TV CHEST                    ,120.34,23.80,B-47
1737NGY-1*4, $ 880.00 ,,4PC SET (QB+NS+DR+MR),509.39,86.14,B-47
1737NGY-1*5," $ 1,016.00 ",,5PC SET (QB+2NS+DR+MR),577.39,95.06,B-47
1737NGY-1*9," $ 1,139.00 ",,5PC SET (QB+NS+DR+MR+CH),638.79,110.84,B-47
1737KW-1CK*, $ 459.00 ,,"(3) CAL KING BED W/ FB STORAGE, P/U, WHITE",273.50,45.94,B-46
1737KW-1EK*, $ 459.00 ,,"(3) EASTERN KING BED W/ FB STORAGE, P/U",300.63,47.95,B-46
1737W-1*, $ 359.00 ,,"(3) QUEEN BED W/ FB STORAGE, P/U",249.55,39.28,B-46
1737W-4, $ 136.00 ,,"NIGHT STAND, GLASS TOP, WHITE",68.00,8.92,B-46
1737W-5, $ 309.00 ,,DRESSER,156.64,34.20,B-46
1737W-6, $ 76.00 ,,MIRROR,35.20,3.74,B-46
1737W-9, $ 259.00 ,,CHEST,129.40,24.70,B-46
1737W-11, $ 249.00 ,,TV CHEST                    ,120.34,23.80,B-46
1737W-1*4, $ 880.00 ,,4PC SET (QB+NS+DR+MR),509.39,86.14,B-46
1737W-1*5," $ 1,016.00 ",,5PC SET (QB+2NS+DR+MR),577.39,95.06,B-46
1737W-1*9," $ 1,139.00 ",,5PC SET (QB+NS+DR+MR+CH),638.79,110.84,B-46
1743K-1CK*, $ 399.00 ,,(3) CAL KING PLATFORM BED,212.08,33.33,B-49
1743K-1EK*, $ 399.00 ,,(3) EASTERN KING  PLATFORM BED,207.68,32.92,B-49
1743-1*, $ 299.00 ,,(3) QUEEN PLATFORM BED,142.60,29.33,B-49
1743-4, $ 119.00 ,,NIGHT STAND,64.28,10.00,B-49
1743-5, $ 299.00 ,,DRESSER,152.75,29.15,B-49
1743-6, $ 62.00 ,,"MIRROR, BEVEL",39.60,3.98,B-49
1743-9, $ 220.00 ,,CHEST,138.31,24.97,B-49
1743-1*4, $ 779.00 ,,4PC SET (QB+NS+DR+MR),399.23,72.46,B-49
1743-1*5, $ 898.00 ,,5PC SET (QB+2NS+DR+MR),463.51,82.46,B-49
1743-1*9, $ 999.00 ,,5PC SET (QB+NS+DR+MR+CH),537.54,97.43,B-49
1744K-1CK*, $ 309.00 ,,(3) CAL KING PLATFORM BED,85.80,23.48,B-50
1744K-1EK*, $ 309.00 ,,(3) EASTERN KING  PLATFORM BED,89.10,24.67,B-50
1744-1*, $ 239.00 ,,(3) QUEEN PLATFORM BED,74.80,20.05,B-50
1744-4, $ 119.00 ,,NIGHT STAND,103.40,9.43,B-50
1744-5, $ 279.00 ,,DRESSER,242.00,28.55,B-50
1744-6, $ 62.00 ,,MIRROR,44.00,5.28,B-50
1744-9, $ 279.00 ,,CHEST,228.80,27.64,B-50
1744-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),464.20,63.31,B-50
1744-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),567.60,72.74,B-50
1744-1*9, $ 978.00 ,,5PC SET (QB+NS+DR+MR+CH),693.00,90.95,B-50
1744-01, $ 89.00 ,,ROUND COCKTAIL TABLE,52.91,8.19,T-5
1744-04, $ 59.00 ,,ROUND END TABLE,33.07,4.07,T-5
1744-05, $ 89.00 ,,SOFA TABLE,52.91,5.18,T-5
1745K-1CK*, $ 339.00 ,,(3) CAL KING PLATFORM BED,74.80,19.04,B-55
1745K-1EK*, $ 339.00 ,,(3) EASTERN KING  PLATFORM BED,86.90,19.98,B-55
1745-1*, $ 259.00 ,,(3) QUEEN PLATFORM BED,66.00,16.30,B-55
1745-4, $ 79.00 ,,NIGHT STAND,48.40,5.28,B-55
1745-5, $ 269.00 ,,DRESSER,213.40,25.35,B-55
1745-6, $ 73.00 ,,MIRROR,50.60,10.35,B-55
1745-9, $ 269.00 ,,CHEST,202.40,25.58,B-55
1745-1*4, $ 680.00 ,,4PC SET (QB+NS+DR+MR),378.40,57.28,B-55
1745-1*5, $ 759.00 ,,5PC SET (QB+2NS+DR+MR),426.80,62.56,B-55
1745-1*9, $ 949.00 ,,5PC SET (QB+NS+DR+MR+CH),580.80,82.86,B-55
1752K-1CK*, $ 449.00 ,,(3) CAL KING BED,175.12,41.26,B-63
1752K-1EK*, $ 449.00 ,,(3) EASTERN KING BED,170.72,40.76,B-63
1752-1*, $ 349.00 ,,(3) QUEEN BED,160.82,33.97,B-63
